TransactionAmount,TransactionHour,TransactionDayOfWeek,IsWeekend,TransactionDistanceKm,CustomerAge,CityPopulation,TransactionCategoryEncoded,IsFraud
103.53,9,6,1,67.76666159867291,43.0,1166,4,0
87.61,0,3,0,56.235890060120205,68.0,37,2,0
87.6,22,2,0,70.26555008705199,77.0,1274,6,0
109.81,6,2,0,13.384489137783575,44.0,395,11,0
63.46,2,2,0,83.288686469447,34.0,525713,3,0
92.61,6,4,0,78.75369833922225,63.0,9165,4,0
111.74,9,3,0,53.58043385681339,76.0,3805,4,0
88.83,17,6,1,64.77216192639547,52.0,1745,10,0
8.36,0,5,1,87.59922563430978,73.0,1631,8,0
1.78,10,5,1,106.57075639248264,65.0,2799,9,0
84.18,18,3,0,41.46278195725918,64.0,9993,10,0
6.84,23,5,1,90.90331218976026,50.0,21902,13,0
2.6,21,5,1,91.42995794634905,54.0,255,1,0
55.69,12,4,0,81.95192693878305,59.0,92337,1,0
26.44,9,0,0,96.56523568289771,35.0,4575,9,0
1.32,17,0,0,73.5488383527361,35.0,69,9,0
25.9,12,2,0,88.387677517461,54.0,255,10,0
6.63,14,2,0,88.2596044490365,53.0,2376,11,0
137.06,21,5,1,103.91088646819672,68.0,118,7,0
75.38,1,0,0,34.08385153502762,78.0,55345,2,0
27.72,20,6,1,107.54746037327841,61.0,804,0,0
80.2,15,3,0,31.317403492566,46.0,1532,10,0
352.96,21,0,0,100.62106274720286,54.0,270712,11,0
124.19,8,5,1,55.355503027691356,46.0,1126,12,0
8.54,15,1,0,124.1481640824968,28.0,166081,13,0
196.71,16,6,1,59.6372311274183,41.0,19685,1,0
128.29,17,3,0,122.01465584459592,65.0,13422,7,0
8.51,23,0,0,37.531941718665934,29.0,3224,13,0
12.03,16,3,0,57.14822915152689,58.0,413574,10,0
35.53,4,5,1,67.30633460938627,71.0,76,11,0
2.46,15,3,0,130.27878161031913,40.0,409656,13,0
32.75,20,6,1,64.61897970703241,60.0,1925,0,0
81.79,13,2,0,57.91547379107132,60.0,1420,7,0
33.84,10,0,0,91.7587665423828,43.0,1780,9,0
42.74,16,2,0,50.932773673894474,52.0,1804,7,0
67.29,8,6,1,110.96751125685512,70.0,35705,2,0
1.99,23,3,0,33.524755574419096,33.0,238602,9,0
36.18,22,4,0,115.17754223500974,92.0,12486,6,0
83.32,8,0,0,72.51492519343171,46.0,5512,2,0
7.74,22,6,1,38.75419399048543,39.0,2872,12,0
286.98,18,6,1,139.76223502353528,33.0,238602,5,0
102.79,20,5,1,103.73179739911576,29.0,606,0,0
74.47,22,0,0,26.437860691256986,59.0,614,1,0
27.83,10,6,1,30.826145517988753,44.0,823,9,0
8.01,19,0,0,98.76355616423697,47.0,276002,7,0
110.35,13,5,1,82.29351324974614,53.0,302,12,0
53.86,12,3,0,99.16823578429673,88.0,376,6,0
1.03,1,6,1,101.9870542032961,53.0,105549,8,0
2.43,18,5,1,72.9963116505048,67.0,464,7,0
108.17,1,5,1,39.63350515319318,86.0,526,4,0
46.88,21,3,0,111.95996342839982,33.0,14742,6,0
78.26,5,0,0,82.41065834270363,74.0,736284,2,0
789.52,4,0,0,101.60386408053871,70.0,207,11,0
74.46,20,3,0,58.712171168563856,41.0,224256,7,0
3.28,21,6,1,83.05596163000857,68.0,308,1,0
62.38,20,6,1,71.82958582399127,29.0,606,0,0
9.94,2,2,0,72.82618044016995,80.0,2290,8,0
4.11,13,2,0,50.1067988070267,60.0,717255,6,0
131.66,16,5,1,107.76746779217207,64.0,103927,10,0
16.16,22,0,0,107.12018113036561,62.0,2317,0,0
58.15,10,6,1,84.27276578011666,73.0,1631,11,0
20.47,16,3,0,49.8360630978437,74.0,1078,7,0
174.1,20,0,0,28.164787666302622,53.0,190178,6,0
74.15,2,6,1,109.46210924577018,51.0,1810,3,0
144.65,16,2,0,83.11615564318511,41.0,36438,0,0
42.45,5,6,1,45.4377071925022,64.0,370,0,0
38.23,9,4,0,49.7509365079102,51.0,824,9,0
49.23,3,3,0,57.14684553767401,55.0,2036,2,0
8.72,1,0,0,109.66751072608648,62.0,2317,8,0
5.89,13,0,0,99.91075126580755,54.0,922,12,0
102.33,15,1,0,116.82355854965354,38.0,4573,9,0
4.19,9,2,0,84.98995549826414,29.0,606,3,0
1.16,3,1,0,68.80856906989646,70.0,475,12,0
127.23,15,2,0,16.211480831891116,70.0,35705,6,0
84.17,23,4,0,35.7819509934319,39.0,242,7,0
20.81,22,5,1,59.85285689453252,53.0,5507,10,0
124.08,3,4,0,86.6219108880682,64.0,1762,4,0
8.97,19,6,1,77.94437600850279,38.0,606,1,0
96.69,15,2,0,106.46600912056972,49.0,16183,0,0
25.86,18,2,0,84.753335988639,41.0,718,0,0
52.61,8,5,1,53.115968225562035,35.0,1654,3,0
57.7,18,4,0,89.53957513143943,31.0,93193,6,0
53.35,20,4,0,56.7736928291913,58.0,333497,6,0
27.3,20,0,0,37.256248681565076,76.0,331,5,0
109.74,4,5,1,57.790231996482255,45.0,241,4,0
780.58,19,6,1,102.10501583914454,38.0,606,12,0
14.92,12,3,0,10.659123982585651,28.0,3202,7,0
35.91,10,1,0,40.0491724663262,43.0,106,2,0
70.46,22,6,1,91.38579952865375,37.0,71463,1,0
1116.01,9,4,0,46.9919286623368,43.0,1574,8,0
49.29,4,0,0,56.74118763192296,50.0,1766,2,0
82.6,8,3,0,54.267254194178484,99.0,16305,1,0
89.34,23,2,0,81.36493380514646,34.0,4512,6,0
72.37,18,0,0,7.3206804719878305,44.0,3684,6,0
16.44,14,6,1,90.10397403591165,64.0,1143,5,0
50.9,11,6,1,99.5790487787463,60.0,24645,0,0
4.29,18,4,0,89.93850537400834,43.0,328,12,0
46.28,2,6,1,36.4098408947531,71.0,76,2,0
65.96,6,0,0,34.07148562896242,59.0,4913,12,0
7.26,6,0,0,15.96012683444211,72.0,69793,0,0
92.47,7,5,1,32.54609156576791,48.0,310,4,0
29.16,15,3,0,38.83858972473154,43.0,106,5,0
58.45,10,4,0,62.6239149596266,58.0,156391,2,0
8.3,19,5,1,93.99930319158678,52.0,71485,11,0
39.06,10,0,0,88.91122759516904,59.0,5989,1,0
58.25,2,6,1,105.0194324137462,40.0,4680,2,0
2.55,9,6,1,95.86767238370268,68.0,4895,9,0
37.69,1,0,0,99.9279666224711,59.0,571,2,0
104.39,2,4,0,88.47992702867963,40.0,741,11,0
61.0,22,3,0,36.465769710743395,45.0,13973,7,0
26.67,12,1,0,46.424368397120745,39.0,12335,7,0
7.81,23,2,0,85.55100345119716,52.0,381459,1,0
104.68,14,6,1,103.35778797414618,26.0,28425,0,0
42.73,11,5,1,82.3371306730589,54.0,863,2,0
70.32,8,1,0,13.004636820051907,97.0,19090,4,0
102.76,0,6,1,40.264667543889836,35.0,291,4,0
139.22,21,6,1,73.58105341206159,44.0,395,12,0
58.64,23,1,0,83.50757087567774,32.0,2395,1,0
280.24,12,0,0,119.46522114942752,41.0,19685,5,0
3.57,11,5,1,70.12669159167525,67.0,630,11,0
13.7,6,0,0,106.63172683150972,70.0,134056,9,0
4.04,21,0,0,108.34693967452748,42.0,1523,12,0
4.64,22,1,0,14.815873694015279,28.0,4542,11,0
17.09,20,6,1,71.12941755765776,56.0,67082,10,0
88.42,14,3,0,127.3553648266465,38.0,545147,7,0
2.19,1,3,0,63.34908929450927,70.0,1892,9,0
5.02,13,0,0,112.25687819441227,31.0,5719,13,0
6.75,12,3,0,100.15852594421337,31.0,372,12,0
29.16,4,5,1,79.45221154503984,27.0,3807,3,0
56.59,16,6,1,63.82304540027928,55.0,2526,6,0
5.53,21,0,0,99.515856434747,29.0,972,1,0
43.2,11,0,0,51.91975079429949,49.0,28278,4,0
123.24,14,2,0,55.6085109203176,39.0,32891,9,0
82.69,11,5,1,73.21355357043248,63.0,67082,11,0
145.32,17,3,0,17.84565836357235,50.0,4074,0,0
11.67,14,2,0,68.3301643955713,69.0,828,1,0
155.75,22,2,0,122.18510235490983,53.0,105549,8,0
72.8,6,5,1,101.142963677263,35.0,828,2,0
73.7,12,1,0,123.28154279937924,85.0,68211,7,0
31.91,13,0,0,105.49765933157771,32.0,15623,6,0
8.08,4,1,0,76.55769841442444,61.0,269,8,0
830.09,22,6,1,43.30135480228224,63.0,14267,8,1
60.3,13,5,1,28.77697150741013,38.0,477,0,0
5.73,3,0,0,71.85644914584674,71.0,1312,8,0
40.03,3,5,1,128.05498055880508,77.0,237282,0,0
70.76,5,0,0,44.016802189482156,45.0,2457,2,0
57.11,22,6,1,108.46062407755859,53.0,749635,7,0
13.18,23,5,1,85.63902666723581,22.0,2135,6,0
32.61,14,6,1,96.14243790743949,34.0,128354,12,0
35.53,14,0,0,84.46595414279611,43.0,2906700,1,0
243.88,14,6,1,44.66720824162147,51.0,1807,0,0
50.78,19,6,1,68.28356868696372,59.0,471,7,0
44.96,20,0,0,103.3485600015619,41.0,94014,11,0
14.63,20,6,1,109.94373208499032,56.0,46563,12,0
128.66,11,6,1,98.73980958266196,52.0,177,4,0
63.01,23,5,1,104.24892424605336,73.0,2148,0,0
52.35,21,5,1,59.26871433506082,47.0,341,7,0
8.21,18,0,0,8.817668468127371,40.0,409656,11,0
171.59,22,3,0,85.34955698238564,59.0,2435,5,0
37.96,8,2,0,104.21405530376767,33.0,30770,8,0
12.91,17,1,0,100.33070794312867,47.0,3395,9,0
67.22,11,0,0,59.84978882968754,68.0,4895,2,0
40.38,12,2,0,68.7749324701596,56.0,911,5,0
3.55,12,3,0,116.13071414771002,40.0,1679,1,0
200.92,11,5,1,82.10615741548037,38.0,545147,4,0
4.1,3,6,1,62.3158807316851,71.0,1126,8,0
18.24,17,5,1,104.81381278305611,68.0,308,7,0
1.01,13,5,1,55.62304452611503,99.0,3402,5,0
97.26,4,5,1,77.80304336368242,37.0,530,4,0
3.26,12,2,0,135.5159112259644,47.0,237282,7,0
44.46,20,6,1,81.13765812648988,41.0,6951,10,0
70.91,1,6,1,61.91228792386388,41.0,1526206,3,0
5.34,15,6,1,111.60894884365453,28.0,3202,10,0
39.05,16,6,1,54.60093761226855,40.0,601723,10,0
49.59,14,6,1,63.94414797070331,39.0,95035,7,0
7.54,18,3,0,27.90558969759302,57.0,648,13,0
9.78,15,4,0,44.63958745577712,59.0,92337,13,0
81.81,11,5,1,75.8674473894325,57.0,23,11,0
11.35,20,6,1,75.52615573910617,32.0,1684,0,0
8.61,16,0,0,106.97574727093279,50.0,1643,12,0
147.21,4,6,1,94.42626934806285,86.0,61,4,0
90.05,2,0,0,43.96475586981501,53.0,5927,2,0
757.0,5,6,1,41.81184095765773,74.0,1078,9,0
39.18,21,1,0,79.58853332311736,47.0,6469,10,0
46.77,17,0,0,75.32058771960071,56.0,63,0,0
1.76,2,5,1,28.459903509823175,91.0,2916,8,0
134.51,1,6,1,92.37720202213943,43.0,328,4,0
10.9,22,3,0,120.79457618303395,56.0,46563,11,0
183.0,10,5,1,83.13494446939188,100.0,798,9,0
64.19,20,6,1,34.59669402605134,49.0,16183,1,0
5.47,8,5,1,88.18827949061146,50.0,313,8,0
1.9,17,5,1,112.7269314289185,31.0,1595797,6,0
134.79,5,5,1,22.74491059916892,37.0,1102,12,0
11.05,21,0,0,65.28922293786923,54.0,765,8,0
3.74,23,2,0,131.25808634724686,45.0,13973,11,0
48.27,20,0,0,102.86292080458117,55.0,2526,6,0
48.01,12,0,0,75.63174549159007,43.0,106,0,0
14.89,12,6,1,96.15682744526806,29.0,3224,8,0
1.52,7,5,1,13.34257586076823,59.0,344,12,0
38.78,14,4,0,61.74358186736597,33.0,2691,10,0
9.95,1,0,0,97.40934996122841,69.0,11253,12,0
44.38,1,6,1,78.56315709120314,47.0,349,9,0
31.12,20,1,0,88.10272008210102,52.0,14871,5,0
6.31,21,5,1,17.89885834835246,54.0,255,10,0
73.24,6,0,0,88.64589754740031,67.0,198,2,0
8.07,14,3,0,92.83962609728721,48.0,1563,9,0
9.43,16,4,0,68.51317489904069,22.0,2135,1,0
1.39,12,5,1,102.85490959131957,54.0,5901,1,0
3.94,13,2,0,31.867438267452727,31.0,1595797,12,0
84.67,15,3,0,43.047598993268544,65.0,2158,10,0
72.18,12,6,1,34.75389362116883,56.0,1304,5,0
70.57,15,3,0,106.2077994267923,32.0,95,6,0
9.87,8,5,1,47.051464414459005,64.0,153,9,0
4.05,12,6,1,56.83034274136837,45.0,124967,11,0
94.92,11,3,0,26.591661593825055,34.0,53,11,0
96.76,23,1,0,16.339591814975428,63.0,171170,6,0
116.6,10,6,1,76.9349097328264,45.0,1577385,2,0
140.1,19,3,0,57.46454922782154,51.0,1810,0,0
3.82,13,6,1,51.977728133661635,22.0,2135,1,0
52.82,2,1,0,61.32058537791265,31.0,733,2,0
133.83,14,5,1,117.20350149408682,80.0,128,5,0
7.27,23,2,0,49.15843855955711,29.0,276896,12,0
204.35,16,1,0,112.02651268077841,56.0,34496,11,0
62.53,5,0,0,44.76016795116745,72.0,3223,4,0
84.91,2,2,0,106.84471508867594,74.0,736284,2,0
206.07,19,5,1,118.13357932424431,49.0,7155,0,0
8.19,20,1,0,107.22236959734947,54.0,771,9,0
29.74,18,6,1,92.92688529104812,46.0,21902,10,0
62.41,3,5,1,72.65934285831202,51.0,320420,2,0
2.91,19,0,0,79.6494958104678,39.0,647,5,0
1.87,17,6,1,111.03697593896028,34.0,128354,12,0
62.01,21,6,1,113.69075861966988,68.0,1196,10,0
71.74,22,0,0,32.3342597384865,54.0,1261,5,0
25.98,12,6,1,81.65964976067565,56.0,3833,9,0
33.72,16,6,1,46.768440917759264,38.0,7646,11,0
72.38,4,6,1,73.32952438612668,58.0,10256,4,0
132.06,16,0,0,110.62770392042171,55.0,2526,0,0
7.59,6,2,0,50.09955447296836,54.0,213,8,0
3.76,13,0,0,110.12026295680245,25.0,92608,1,0
46.43,1,6,1,56.738770518082745,50.0,513,2,0
7.44,22,0,0,109.23582535528429,53.0,725,1,0
57.05,16,1,0,91.61565487446353,39.0,242,5,0
57.75,8,0,0,103.18305822604297,69.0,75903,11,0
615.89,18,2,0,68.75771548566861,42.0,50489,12,0
34.59,2,3,0,35.25682115369587,86.0,61,2,0
116.38,7,6,1,60.46717243675639,51.0,9815,4,0
201.24,11,0,0,53.79099492265489,63.0,222,4,0
79.52,2,4,0,55.60170906221096,49.0,33917,2,0
23.48,9,4,0,103.82093853658868,64.0,5908,0,0
233.66,3,6,1,48.145002927570964,49.0,4090,4,0
33.09,17,0,0,97.71048367300182,71.0,1126,7,0
131.4,7,2,0,83.9190307858578,44.0,1571,12,0
121.02,13,5,1,80.82958641864009,49.0,7155,10,0
175.04,3,6,1,78.99104465962017,45.0,13973,4,0
48.4,0,6,1,76.95959186305147,30.0,2607,2,0
46.64,20,4,0,89.61282840826695,72.0,3223,6,0
65.57,2,5,1,42.42032114755378,60.0,1383,2,0
89.87,17,4,0,123.75508266703713,39.0,32891,6,0
239.06,12,6,1,92.49654252829924,46.0,5512,5,0
53.88,20,0,0,102.4402469112615,57.0,663,6,0
59.93,22,1,0,90.32892288429647,29.0,20478,10,0
26.97,12,1,0,52.281049313794554,36.0,302,7,0
127.36,21,1,0,59.913630263246255,54.0,743,1,0
130.53,7,0,0,72.47030545049242,42.0,2263,4,0
53.64,21,6,1,57.675048384171006,27.0,2504700,1,0
43.54,3,4,0,73.84692516587899,56.0,46563,3,0
43.95,11,0,0,37.500062116227774,49.0,346,2,0
9.19,20,3,0,107.67352283832733,64.0,153,7,0
193.04,18,2,0,131.45392759737936,38.0,7646,6,0
13.88,12,6,1,74.47971759722171,49.0,11250,7,0
80.62,2,1,0,106.85069361313016,53.0,302,2,0
8.03,13,0,0,110.32814819582929,52.0,241,8,0
107.71,19,2,0,50.09198506568886,64.0,153,7,0
1.36,23,6,1,100.33946669481183,29.0,4653,8,0
58.28,16,3,0,80.81142997119886,46.0,134056,5,0
15.63,6,0,0,124.30676165127294,59.0,142,8,0
56.47,9,6,1,80.80148117449436,30.0,2607,3,0
56.18,0,5,1,56.51017948144566,50.0,513,2,0
35.28,23,4,0,115.7174060479358,27.0,2870,1,0
133.98,13,6,1,66.8227964189893,38.0,35371,0,0
3.26,9,0,0,116.48403325780447,72.0,4778,12,0
20.9,20,5,1,47.198693923672586,40.0,27020,0,0
71.04,23,5,1,113.6503133751823,23.0,1512,5,0
27.61,13,5,1,86.2734883352019,41.0,718,1,0
191.68,21,5,1,106.49272950021529,54.0,54287,12,0
110.04,11,6,1,16.917543375385044,70.0,1892,4,0
2.78,17,0,0,33.94296832595996,45.0,1577385,11,0
3.9,22,2,0,114.43598079343113,50.0,1595797,0,0
7.15,15,3,0,100.11214436016328,51.0,1725,11,0
75.78,7,1,0,112.59170555400597,32.0,71335,4,0
4.93,13,3,0,53.01698129674874,32.0,2456,7,0
2.28,15,6,1,68.13633613558065,45.0,1577385,11,0
69.33,15,5,1,105.195171242716,48.0,1446,0,0
46.24,1,6,1,46.789145002754296,75.0,47,2,0
28.79,16,0,0,15.370295355109915,62.0,3032,7,0
158.55,16,3,0,77.72559206508905,72.0,69793,10,0
28.88,18,5,1,45.28493587321622,37.0,71463,7,0
1.09,11,0,0,83.52884141469092,77.0,4993,0,0
71.37,2,3,0,2.630278267459004,67.0,1263321,4,0
3.85,0,3,0,67.22570895340779,32.0,2456,8,0
68.75,11,4,0,21.22289708099486,37.0,140,2,0
65.15,17,3,0,126.040256388333,56.0,45303,7,0
18.22,20,4,0,46.70670647533641,61.0,4664,6,0
3.19,15,4,0,121.25452671911147,25.0,92608,12,0
3.87,15,5,1,95.12891813195431,43.0,328,11,0
92.96,3,6,1,113.23072341609463,65.0,2208,2,0
115.42,9,6,1,67.16752626135018,54.0,213,4,0
46.37,4,2,0,61.61608574486855,52.0,241,2,0
60.69,22,0,0,105.65331909828883,45.0,1536,7,0
41.71,10,6,1,122.50430187314555,63.0,269,2,0
3.0,19,1,0,117.31545085406549,35.0,69,9,0
37.49,7,5,1,108.48701137439144,50.0,1595797,4,0
264.1,20,3,0,49.447604692410835,54.0,270712,0,0
22.66,17,5,1,64.70957255596143,28.0,10295,1,0
7.9,3,0,0,65.56532224949244,32.0,1684,8,0
35.51,18,5,1,102.96262780183712,35.0,33804,0,0
5.63,0,1,0,70.62874293765609,70.0,260,11,0
72.07,16,2,0,79.69951226410997,60.0,653,5,0
734.86,20,4,0,104.65526992053933,55.0,753116,11,0
112.31,21,0,0,50.56349956742795,50.0,910148,1,0
3.88,2,5,1,40.847086019999196,56.0,601723,9,0
1.78,23,0,0,16.60751849190025,62.0,8097,10,0
131.54,1,4,0,55.466909686293974,58.0,1666,11,0
15.95,22,2,0,24.244712893241857,46.0,134056,5,0
143.67,19,1,0,106.01000981319991,90.0,15426,7,0
21.44,17,4,0,124.24376403618241,57.0,23,1,0
17.35,12,6,1,74.59546249463146,56.0,67082,5,0
48.52,17,5,1,63.24563908257966,60.0,47772,6,0
9.25,4,1,0,118.46454734339775,86.0,8007,9,0
1.96,16,0,0,70.33150155665412,49.0,33917,12,0
27.36,17,2,0,6.08254535085017,45.0,1577385,7,0
58.87,14,0,0,129.31360918144924,37.0,632,7,0
73.62,10,6,1,32.48502543611178,45.0,47249,2,0
27.56,11,2,0,63.306733561258234,86.0,493,8,0
1.98,22,1,0,69.21594219901542,31.0,34153,11,0
72.99,7,2,0,72.50775196129258,70.0,263,2,0
9.86,21,5,1,7.515393641632959,21.0,163415,9,0
38.96,6,6,1,107.07666273755818,78.0,463,2,0
21.91,16,4,0,38.95411056195726,36.0,4056,5,0
11.56,22,0,0,83.67017768609527,76.0,776,0,0
34.24,8,0,0,133.05604572846508,76.0,13717,9,0
50.59,5,1,0,98.70384518243554,95.0,397,2,0
3.88,21,4,0,89.52122477949982,74.0,1925,6,0
64.87,14,6,1,85.59812496450297,60.0,233717,1,0
54.77,7,2,0,30.830833044270925,50.0,1595797,4,0
3.62,19,6,1,74.4446914249408,40.0,1645,1,0
46.08,20,0,0,57.27747770978733,22.0,460,5,0
253.88,16,5,1,101.2981866077637,50.0,4074,9,0
78.66,17,3,0,92.14593747945223,55.0,1412,6,0
6.41,19,3,0,99.03673819940745,43.0,186140,12,0
59.58,20,6,1,76.00608859390148,47.0,349,1,0
2.4,18,0,0,117.90713447262598,52.0,14871,12,0
102.71,6,1,0,87.00813871015059,42.0,79008,4,0
55.46,0,0,0,35.028215378943436,56.0,551,2,0
73.95,14,3,0,75.67272263183922,37.0,632,5,0
21.41,1,3,0,64.9067154057405,49.0,3996,8,0
45.31,16,3,0,58.28415769716296,41.0,1493,6,0
30.97,8,4,0,43.76235426805359,35.0,520,3,0
74.36,5,0,0,60.935432352715274,38.0,1847,2,0
25.97,6,4,0,105.4294980811685,37.0,341043,4,0
52.78,18,5,1,121.55465415293267,58.0,413574,10,0
47.61,9,1,0,64.89046832944354,72.0,969,2,0
32.34,6,1,0,63.096377204797854,36.0,4056,9,0
22.1,13,3,0,102.4034111271529,32.0,214703,7,0
8.36,20,1,0,95.25686031748474,40.0,1645,11,0
73.95,23,2,0,71.00120073633538,38.0,885,5,0
30.27,20,2,0,24.85924668357077,39.0,95035,1,0
11.02,19,6,1,85.4900876973356,62.0,176,5,0
70.78,7,6,1,63.33474382644771,42.0,85,4,0
11.12,23,0,0,78.14111955256915,32.0,71335,9,0
99.33,6,5,1,84.15986707089502,59.0,471,4,0
220.66,5,0,0,102.29742359948465,42.0,144160,4,0
126.21,10,4,0,110.58647753499811,60.0,1925,4,0
34.62,18,0,0,110.0428796907282,47.0,6469,6,0
69.05,16,0,0,55.12903428157019,37.0,341043,6,0
841.98,23,0,0,74.49660985663756,81.0,1165,12,1
5.96,16,0,0,65.82787803737926,45.0,5848,11,0
68.05,14,0,0,52.92393177910933,49.0,16183,11,0
2.72,7,0,0,76.05125585365765,64.0,4367,9,0
1132.89,17,1,0,13.848888774848078,49.0,346,12,0
6.64,14,4,0,66.26759724830255,55.0,4015,7,0
28.08,13,5,1,126.05039406758742,70.0,475,6,0
6.06,18,3,0,86.54193072833921,51.0,1810,9,0
55.84,17,2,0,57.993414208961795,34.0,126,1,0
74.08,22,4,0,89.52696098653618,53.0,631,6,0
3.63,14,5,1,84.07775940109855,67.0,5791,6,0
45.92,15,4,0,66.0078465359112,41.0,12349,5,0
13.01,12,0,0,63.6825883393177,68.0,1196,6,0
124.14,6,1,0,100.55004467342101,56.0,190,4,0
49.81,21,6,1,70.74190091488222,71.0,350,5,0
8.55,2,0,0,24.227073631888548,60.0,47772,0,0
3.82,22,6,1,98.61798987868937,41.0,718,12,0
7.19,20,6,1,39.46675189609202,35.0,3730,13,0
78.48,9,0,0,131.32946734194607,56.0,45303,2,0
2.36,22,5,1,89.1366381761513,41.0,824,5,0
72.69,16,5,1,115.93307250038661,44.0,782,6,0
96.46,20,5,1,25.53067047605214,21.0,267,11,0
11.27,7,6,1,88.36926218384747,85.0,36784,12,0
117.46,6,2,0,23.621734856664478,42.0,1523,4,0
33.01,2,0,0,37.65655831537925,50.0,1645,9,0
194.55,12,0,0,83.10561960688942,77.0,1970,10,0
192.35,3,1,0,126.0993379857676,34.0,128354,4,0
21.6,14,5,1,71.28026177135857,37.0,530,0,0
3.02,19,6,1,99.89731590900298,80.0,450,13,0
217.94,5,0,0,49.785753995246395,70.0,263,11,0
38.29,3,4,0,91.7968769946421,49.0,4090,3,0
9.37,17,6,1,99.48202324304201,59.0,1514,5,0
6.38,17,4,0,92.88818889892377,39.0,1530,11,0
85.01,22,0,0,72.43748383333565,31.0,5341,0,0
71.69,0,0,0,91.02761810249555,63.0,1087,2,0
75.79,15,5,1,107.91805907501295,48.0,198,6,0
106.48,12,4,0,55.17517919122118,66.0,214518,7,0
42.11,14,0,0,56.77272532367418,81.0,4005,10,0
83.12,10,6,1,125.90634486776813,74.0,254,2,0
218.2,0,3,0,72.50305011353736,40.0,105638,4,0
4.03,14,3,0,138.15450557857903,77.0,237282,13,0
15.0,17,3,0,42.30899288864632,69.0,828,0,0
105.62,3,4,0,2.5364186103981674,35.0,1228,2,0
41.8,0,3,0,29.066101688577067,39.0,54767,2,0
1.02,16,6,1,81.45247729712221,22.0,817312,1,0
126.11,18,2,0,80.71267008725391,26.0,111,1,0
185.57,11,0,0,75.32907486786121,54.0,5901,8,0
4.51,12,3,0,106.52623229906095,52.0,241,9,0
60.3,14,1,0,20.02391662291449,35.0,520,10,0
55.53,13,0,0,92.03113099562502,54.0,5901,5,0
49.69,6,6,1,8.438406393614057,35.0,1382480,2,0
30.98,23,0,0,74.59032853133812,67.0,1241364,6,0
47.81,19,4,0,73.72415572667201,45.0,49,7,0
57.02,8,0,0,113.25176518476223,30.0,2607,2,0
75.01,13,6,1,101.53614052624101,31.0,1770,0,0
86.2,8,6,1,15.110994495308896,59.0,5989,0,0
2.87,13,6,1,80.81794199907382,62.0,3032,6,0
56.16,9,4,0,77.36136545236816,44.0,965,3,0
192.65,6,6,1,63.29548138626155,38.0,7646,9,0
63.69,13,6,1,89.24090091187952,26.0,111,5,0
51.72,4,4,0,119.05781545005372,36.0,1228,3,0
125.9,23,3,0,104.73263806331356,67.0,1241364,7,0
24.11,12,0,0,26.18461384114435,54.0,255,1,0
2.99,13,1,0,102.76818153287962,48.0,10076,13,0
85.4,8,5,1,27.31773631114688,42.0,207410,4,0
2.03,14,5,1,128.10118787213023,72.0,695,13,0
1.26,10,1,0,11.972903895181428,58.0,92985,0,0
12.25,22,5,1,120.54095038252045,39.0,95035,5,0
8.99,14,2,0,91.8614643057015,32.0,4354,5,0
48.24,22,2,0,89.63369800103105,72.0,69793,10,0
91.01,10,3,0,118.56915458740535,89.0,3994,11,0
182.89,18,1,0,113.09098561112518,29.0,1075,8,0
68.88,2,0,0,114.9420258806788,70.0,207,2,0
114.15,16,4,0,51.69401473828085,39.0,1530,0,0
561.6,19,0,0,82.67936107739882,51.0,1841,13,0
6.02,17,5,1,116.16668806215488,34.0,5875,11,0
53.88,7,5,1,112.4616260796754,75.0,1139,2,0
146.27,19,5,1,94.36254237259219,30.0,847,9,0
66.76,4,3,0,81.17353143762743,44.0,1571,2,0
115.76,16,6,1,57.75224582166237,80.0,2290,6,0
129.31,23,4,0,129.3551324080417,69.0,1758,5,0
134.14,5,5,1,88.15852072250743,45.0,295,8,0
9.54,22,6,1,34.59520423836076,36.0,4056,12,0
18.0,22,5,1,33.45500073661824,58.0,1666,7,0
102.39,18,4,0,92.69270597851431,51.0,1263321,1,0
7.36,14,1,0,83.59407170330641,53.0,302,11,0
5.65,21,6,1,131.73132085738433,39.0,3688,13,0
29.41,18,4,0,80.3634040978795,54.0,1089,12,0
94.29,4,5,1,78.88163224759428,33.0,970,11,0
68.81,18,6,1,121.50335326573537,53.0,725,6,0
86.37,17,5,1,50.89419987104893,42.0,50489,7,0
8.22,20,1,0,38.41719658579779,54.0,765,10,0
123.46,3,0,0,30.240260943260655,68.0,1271,4,0
244.21,11,4,0,31.98476178971477,68.0,1577385,0,0
21.01,21,3,0,107.3766300778767,94.0,84861,6,0
32.49,12,5,1,127.89279744558517,38.0,3495,10,0
54.87,13,4,0,118.55200385967136,32.0,15623,5,0
27.63,21,2,0,115.84598666987928,23.0,1512,9,0
124.27,7,3,0,124.44720464952673,33.0,608,4,0
113.22,5,4,0,78.51794158642129,54.0,271,4,0
37.45,7,4,0,37.47141366542599,63.0,2078,2,0
33.12,9,3,0,85.34560778213185,26.0,136,3,0
60.56,15,6,1,119.70719688733804,61.0,4664,6,0
79.67,1,6,1,92.64504703111021,66.0,927396,4,0
43.98,22,3,0,78.32556586493415,75.0,1139,1,0
52.64,18,0,0,8.032396007417267,54.0,343,5,0
2.23,15,3,0,69.95007650537566,45.0,47249,9,0
59.88,7,3,0,101.43304630348993,84.0,60,2,0
6.45,23,6,1,22.707916479056273,28.0,166081,13,0
